merchant_id,month,chargebacks,refunds,fraud_cases,risk_score
M0218,2024-09,1,4,0,20
M0007,2024-05,8,11,5,64
M0361,2024-09,6,7,3,13
M0383,2024-02,9,25,1,17
M0285,2024-08,2,6,1,22
M0386,2024-01,0,1,0,14
M0145,2024-12,58,207,22,23
M0104,2024-03,0,1,0,17
M0423,2024-11,11,90,12,22
M0155,2024-03,3,14,2,21
M0432,2024-08,0,3,0,28
M0063,2024-02,1,2,0,25
M0048,2024-03,0,2,0,21
M0380,2024-04,0,1,0,17
M0560,2024-08,1,3,0,14
M0227,2024-07,4,14,1,20
M0252,2024-03,11,30,3,24
M0564,2024-03,0,2,0,24
M0144,2024-12,1,4,0,19
M0504,2024-11,0,3,0,12
M0266,2024-04,3,19,1,17
M0041,2024-03,7,21,3,17
M0403,2024-06,1,6,0,18
M0411,2024-09,1,4,0,25
M0160,2024-09,4,20,1,20
M0062,2024-12,2,7,1,26
M0221,2024-10,4,19,1,24
M0454,2024-06,1,4,0,22
M0199,2024-12,29,147,7,8
M0518,2024-06,1,3,0,21
M0123,2024-11,15,80,3,15
M0247,2024-10,19,65,11,25
M0402,2024-12,0,2,0,16
M0351,2024-10,1,4,0,20
M0353,2024-05,0,1,0,13
M0540,2024-04,1,2,0,21
M0174,2024-06,1,2,0,17
M0555,2024-04,9,42,3,26
M0057,2024-09,1,3,0,21
M0065,2024-12,1,4,0,19
M0261,2024-04,0,1,0,17
M0591,2024-11,2,3,1,52
M0069,2024-02,9,27,2,15
M0496,2024-03,1,6,0,21
M0579,2024-05,53,171,24,17
M0407,2024-08,9,12,4,54
M0185,2024-10,2,10,1,16
M0268,2024-12,6,13,2,22
M0430,2024-02,1,3,0,26
M0328,2024-03,26,75,13,31
M0509,2024-03,1,3,1,19
M0150,2024-03,27,230,12,20
M0293,2024-12,4,28,4,12
M0285,2024-12,2,5,1,23
M0564,2024-05,1,3,0,23
M0219,2024-01,3,10,2,17
M0116,2024-05,0,1,0,22
M0544,2024-11,25,76,10,27
M0129,2024-06,1,5,0,14
M0379,2024-10,22,198,16,14
M0350,2024-09,11,26,6,60
M0497,2024-05,1,9,1,14
M0498,2024-11,0,3,0,28
M0434,2024-11,0,1,0,14
M0503,2024-08,1,6,0,17
M0572,2024-09,8,31,3,18
M0029,2024-09,1,14,0,14
M0410,2024-11,2,18,3,18
M0525,2024-10,1,5,0,25
M0038,2024-03,0,2,0,21
M0419,2024-06,20,29,10,54
M0269,2024-06,4,17,4,23
M0080,2024-01,11,36,2,17
M0365,2024-03,3,5,1,42
M0106,2024-07,29,51,10,18
M0460,2024-08,3,12,1,21
M0536,2024-04,1,4,2,17
M0099,2024-12,45,200,21,25
M0068,2024-10,30,208,24,12
M0026,2024-10,5,44,6,18
M0364,2024-10,1,5,1,20
M0317,2024-03,1,5,1,27
M0495,2024-12,3,13,1,20
M0344,2024-07,0,2,0,16
M0557,2024-02,2,9,2,20
M0040,2024-12,1,5,1,22
M0484,2024-05,29,133,9,22
M0370,2024-03,1,3,0,18
M0306,2024-05,1,2,0,17
M0437,2024-04,0,3,0,25
M0599,2024-02,10,88,6,18
M0496,2024-08,9,17,5,50
M0457,2024-05,13,57,3,27
M0050,2024-06,0,1,0,15
M0128,2024-04,1,5,0,13
M0595,2024-03,3,19,1,20
M0367,2024-03,0,2,0,18
M0239,2024-08,1,6,0,18
M0415,2024-01,72,280,32,22
M0369,2024-01,0,3,0,16
M0165,2024-07,4,30,3,19
M0310,2024-11,1,3,0,17
M0549,2024-03,6,44,3,19
M0235,2024-06,2,13,1,18
M0132,2024-01,0,2,0,14
M0580,2024-07,3,13,2,32
M0127,2024-04,0,1,0,19
M0045,2024-10,1,2,0,18
M0208,2024-07,87,222,24,19
M0498,2024-08,0,5,0,26
M0200,2024-08,6,10,4,60
M0292,2024-10,10,62,4,25
M0433,2024-03,1,3,0,23
M0209,2024-05,1,3,0,20
M0022,2024-04,28,108,16,15
M0583,2024-05,1,5,0,25
M0503,2024-07,1,4,0,17
M0584,2024-05,1,5,1,20
M0523,2024-11,0,2,0,21
M0055,2024-07,2,18,3,18
M0587,2024-08,1,4,0,15
M0232,2024-03,0,1,0,21
M0263,2024-04,1,5,0,22
M0420,2024-07,2,14,1,7
M0273,2024-08,1,5,0,14
M0149,2024-07,5,9,1,17
M0600,2024-08,1,4,1,26
M0436,2024-06,0,2,0,16
M0522,2024-08,22,71,6,24
M0547,2024-02,1,3,0,15
M0219,2024-04,3,14,2,20
M0179,2024-09,23,69,8,19
M0051,2024-07,6,12,3,52
M0545,2024-11,1,3,0,15
M0499,2024-09,6,30,2,25
M0185,2024-05,4,9,1,19
M0027,2024-10,3,26,2,19
M0190,2024-10,1,6,0,10
M0300,2024-09,50,148,18,21
M0469,2024-04,0,2,0,16
M0567,2024-10,4,19,2,17
M0129,2024-03,1,3,0,13
M0525,2024-01,1,2,0,26
M0539,2024-03,10,55,5,19
M0224,2024-02,6,31,1,16
M0510,2024-07,46,218,23,14
M0133,2024-07,0,1,0,23
M0151,2024-03,1,2,0,24
M0455,2024-05,0,2,0,8
M0341,2024-03,7,55,5,20
M0150,2024-10,25,243,14,19
M0535,2024-12,4,43,3,16
M0423,2024-09,22,133,16,20
M0591,2024-05,2,3,1,42
M0087,2024-12,0,1,0,26
M0524,2024-12,1,4,1,18
M0222,2024-05,0,1,0,19
M0345,2024-05,9,33,5,21
M0015,2024-03,0,5,1,17
M0206,2024-04,6,28,4,18
M0226,2024-08,0,2,0,18
M0593,2024-04,5,16,3,22
M0325,2024-10,3,33,2,16
M0567,2024-05,5,22,1,18
M0213,2024-02,1,4,0,24
M0580,2024-06,2,12,2,30
M0404,2024-07,9,27,4,22
M0144,2024-10,1,6,0,22
M0387,2024-02,10,40,3,19
M0041,2024-10,6,17,2,17
M0442,2024-10,11,100,10,22
M0581,2024-06,3,26,2,16
M0139,2024-06,1,6,1,21
M0087,2024-11,0,1,0,26
M0431,2024-10,1,4,0,27
M0482,2024-05,0,3,0,16
M0012,2024-04,1,9,0,25
M0341,2024-12,12,69,8,12
M0452,2024-10,0,2,0,14
M0223,2024-02,1,3,0,25
M0546,2024-04,4,17,2,18
M0308,2024-05,18,60,9,27
M0360,2024-05,6,26,3,17
M0266,2024-12,7,33,2,23
M0143,2024-08,21,62,8,12
M0492,2024-05,1,8,1,18
M0349,2024-01,2,12,1,16
M0482,2024-10,1,2,0,15
M0156,2024-02,1,3,1,17
M0275,2024-07,61,296,49,26
M0146,2024-07,3,17,2,20
M0032,2024-05,3,18,1,17
M0592,2024-02,2,12,1,19
M0206,2024-09,5,23,4,17
M0392,2024-12,10,137,4,25
M0537,2024-08,11,28,2,20
M0395,2024-04,51,227,21,20
M0485,2024-09,1,4,0,23
M0227,2024-01,3,12,1,21
M0097,2024-11,0,2,0,24
M0371,2024-06,0,1,0,18
M0346,2024-02,0,2,0,26
M0312,2024-06,0,5,0,23
M0400,2024-11,0,4,1,14
M0052,2024-12,1,4,0,9
M0153,2024-06,5,49,4,23
M0588,2024-05,1,5,1,14
M0076,2024-09,10,42,3,21
M0056,2024-12,1,6,1,13
M0228,2024-12,1,3,0,20
M0402,2024-04,0,1,0,18
M0169,2024-03,1,3,0,18
M0367,2024-12,0,1,0,21
M0476,2024-01,0,3,0,18
M0052,2024-11,1,2,0,9
M0365,2024-12,3,6,1,43
M0429,2024-04,0,1,0,20
M0379,2024-08,41,159,21,14
M0188,2024-10,9,48,5,19
M0598,2024-09,4,21,1,14
M0464,2024-07,7,52,5,23
M0515,2024-03,5,35,3,30
M0319,2024-11,4,10,1,16
M0376,2024-11,19,134,24,47
M0284,2024-06,10,124,10,27
M0527,2024-11,1,13,1,15
M0126,2024-01,1,3,1,11
M0149,2024-01,3,9,1,16
M0229,2024-09,2,8,1,26
M0213,2024-06,1,4,1,23
M0497,2024-01,1,12,1,11
M0105,2024-03,0,2,0,17
M0018,2024-12,0,1,0,24
M0474,2024-05,3,8,1,27
M0503,2024-03,1,5,0,15
M0401,2024-10,1,4,0,24
M0533,2024-01,0,0,0,13
M0190,2024-02,1,8,0,6
M0040,2024-03,1,4,1,23
M0412,2024-04,8,23,2,27
M0351,2024-01,1,5,0,22
M0372,2024-09,0,1,0,23
M0146,2024-05,6,22,2,23
M0051,2024-11,9,19,7,58
M0184,2024-03,6,9,2,57
M0159,2024-04,7,29,6,18
M0190,2024-01,1,5,1,9
M0074,2024-12,1,10,1,26
M0518,2024-11,1,3,0,22
M0066,2024-07,4,26,3,21
M0403,2024-09,1,4,0,16
M0400,2024-07,0,2,0,20
M0437,2024-09,0,2,0,22
M0323,2024-09,1,9,1,23
M0497,2024-11,2,14,1,14
M0215,2024-12,3,6,0,24
M0398,2024-10,7,28,3,20
M0199,2024-02,40,168,8,14
M0272,2024-12,2,6,0,33
M0177,2024-01,1,8,0,23
M0470,2024-06,3,10,2,18
M0115,2024-01,8,38,3,25
M0061,2024-09,0,2,0,25
M0103,2024-05,32,169,29,19
M0102,2024-03,0,2,0,16
M0113,2024-06,2,32,1,19
M0230,2024-04,1,3,0,16
M0550,2024-06,1,4,1,21
M0570,2024-06,3,45,1,17
M0349,2024-08,2,10,1,26
M0598,2024-06,5,19,1,17
M0517,2024-06,1,7,1,21
M0159,2024-05,4,28,5,10
M0048,2024-09,0,2,0,25
M0107,2024-03,15,98,9,21
M0284,2024-09,16,124,10,26
M0111,2024-01,1,2,0,18
M0316,2024-05,3,7,1,27
M0084,2024-05,3,7,0,21
M0435,2024-05,47,119,10,10
M0102,2024-09,0,2,1,22
M0356,2024-08,15,45,4,20
M0467,2024-11,1,7,1,22
M0185,2024-01,2,9,1,18
M0523,2024-03,0,2,0,20
M0290,2024-05,7,17,2,15
M0486,2024-09,1,5,0,17
M0193,2024-09,1,3,0,18
M0530,2024-06,7,43,3,20
M0428,2024-12,0,2,0,18
M0131,2024-02,1,2,0,19
M0524,2024-05,1,4,1,19
M0183,2024-05,2,6,0,24
M0115,2024-03,8,37,3,20
M0444,2024-07,2,12,0,21
M0280,2024-03,11,15,5,49
M0561,2024-04,1,3,0,20
M0058,2024-09,1,5,1,14
M0528,2024-07,1,5,0,24
M0577,2024-05,1,3,1,13
M0138,2024-10,1,4,0,23
M0234,2024-02,1,6,0,11
M0136,2024-05,8,54,2,18
M0165,2024-05,5,33,3,19
M0218,2024-05,1,5,0,25
M0595,2024-09,2,13,1,19
M0194,2024-03,1,4,0,27
M0248,2024-06,0,2,0,13
M0566,2024-02,29,64,12,62
M0048,2024-12,1,3,0,25
M0350,2024-05,16,34,8,67
M0309,2024-12,0,1,0,13
M0368,2024-01,9,78,8,10
M0334,2024-09,8,24,3,18
M0030,2024-02,0,5,0,15
M0137,2024-05,1,4,0,23
M0196,2024-09,0,2,0,8
M0519,2024-10,0,1,0,22
M0016,2024-06,1,4,0,20
M0122,2024-08,35,192,20,32
M0487,2024-01,33,342,36,21
M0378,2024-04,5,34,2,23
M0241,2024-08,1,7,0,15
M0526,2024-10,2,5,0,16
M0265,2024-12,1,13,1,17
M0016,2024-07,1,5,1,17
M0390,2024-09,2,10,1,15
M0274,2024-06,4,25,1,10
M0445,2024-07,0,1,0,21
M0343,2024-02,2,7,1,23
M0234,2024-04,1,7,0,14
M0066,2024-03,6,38,4,18
M0385,2024-11,2,7,1,15
M0065,2024-06,1,4,0,16
M0311,2024-10,6,31,4,16
M0001,2024-07,1,3,0,28
M0191,2024-08,1,3,0,18
M0443,2024-09,1,9,0,23
M0452,2024-09,1,3,0,21
M0321,2024-01,3,12,2,16
M0267,2024-11,5,21,1,21
M0531,2024-03,4,37,2,22
M0222,2024-10,0,2,0,14
M0472,2024-05,1,6,0,18
M0121,2024-09,0,1,0,19
M0231,2024-03,2,13,2,23
M0458,2024-08,59,130,20,18
M0047,2024-08,7,12,3,42
M0071,2024-07,7,15,1,13
M0046,2024-05,1,5,0,23
M0201,2024-10,1,5,0,19
M0344,2024-02,0,2,1,20
M0038,2024-02,0,2,0,17
M0456,2024-12,0,1,0,18
M0168,2024-08,3,24,2,19
M0446,2024-01,1,4,0,18
M0577,2024-04,1,4,0,18
M0255,2024-08,1,6,0,23
M0332,2024-05,0,6,0,17
M0143,2024-02,13,32,4,17
M0339,2024-10,9,43,3,30
M0466,2024-09,4,47,4,30
M0077,2024-03,1,2,0,21
M0387,2024-07,16,53,3,18
M0024,2024-08,1,5,1,22
M0568,2024-03,1,5,0,20
M0501,2024-09,0,2,0,16
M0358,2024-08,4,9,2,53
M0545,2024-07,1,2,0,15
M0420,2024-02,2,23,1,11
M0429,2024-09,0,1,0,16
M0075,2024-10,88,195,31,44
M0475,2024-10,1,7,1,20
M0212,2024-10,0,2,0,20
M0148,2024-12,0,3,0,20
M0193,2024-04,1,3,0,17
M0438,2024-03,1,3,0,12
M0102,2024-04,0,1,0,19
M0129,2024-07,1,5,0,10
M0113,2024-04,2,21,1,13
M0175,2024-04,4,40,2,19
M0044,2024-04,30,78,13,56
M0251,2024-05,1,6,1,11
M0048,2024-05,0,2,0,25
M0381,2024-11,0,1,0,13
M0304,2024-07,1,4,1,34
M0368,2024-02,9,117,5,10
M0417,2024-10,8,46,1,21
M0052,2024-10,0,2,0,9
M0520,2024-03,1,2,0,22
M0390,2024-08,2,10,1,18
M0273,2024-03,1,3,1,20
M0226,2024-04,0,3,0,18
M0180,2024-08,16,34,6,25
M0232,2024-05,0,1,0,18
M0401,2024-03,2,4,0,25
M0238,2024-03,1,3,0,22
M0521,2024-04,7,29,4,11
M0569,2024-10,5,18,3,13
M0469,2024-01,0,2,0,13
M0489,2024-05,1,7,0,18
M0046,2024-03,1,3,0,17
M0308,2024-11,46,98,18,38
M0168,2024-11,4,26,2,23
M0182,2024-10,0,1,0,23
M0457,2024-11,9,43,3,20
M0058,2024-11,1,6,1,19
M0117,2024-11,1,5,0,15
M0205,2024-06,1,5,0,24
M0571,2024-07,1,10,1,21
M0076,2024-01,7,27,2,22
M0472,2024-09,1,5,0,17
M0090,2024-08,16,111,5,18
M0454,2024-01,2,3,0,20
M0585,2024-02,10,41,2,16
M0100,2024-03,0,1,0,28
M0216,2024-01,1,2,0,16
M0068,2024-09,26,194,16,22
M0136,2024-11,13,80,4,23
M0008,2024-09,1,2,0,20
M0169,2024-04,1,3,0,15
M0544,2024-04,19,47,7,15
M0024,2024-04,1,5,0,19
M0378,2024-01,7,29,2,15
M0139,2024-04,1,5,1,16
M0504,2024-08,0,4,1,12
M0057,2024-02,1,3,0,23
M0091,2024-06,13,62,11,18
M0258,2024-11,1,6,1,21
M0212,2024-04,0,2,0,24
M0019,2024-11,0,4,0,13
M0350,2024-06,20,29,7,62
M0286,2024-03,0,1,0,14
M0451,2024-05,2,5,1,22
M0023,2024-11,0,2,0,15
M0198,2024-12,3,14,1,13
M0074,2024-04,1,8,0,17
M0584,2024-08,1,3,1,19
M0496,2024-09,13,28,5,49
M0218,2024-12,1,6,0,26
M0433,2024-11,1,3,0,24
M0045,2024-03,0,2,0,22
M0185,2024-11,3,18,2,19
M0013,2024-05,0,1,0,11
M0299,2024-08,7,29,3,18
M0257,2024-09,8,12,5,67
M0490,2024-08,3,5,1,16
M0045,2024-07,1,2,0,12
M0546,2024-01,2,9,1,14
M0377,2024-02,1,4,0,20
M0545,2024-08,1,2,0,12
M0583,2024-12,1,6,0,27
M0072,2024-09,1,8,0,20
M0425,2024-10,6,22,1,18
M0277,2024-11,5,23,2,18
M0032,2024-04,2,19,1,15
M0267,2024-02,1,6,0,20
M0600,2024-11,0,2,0,14
M0187,2024-05,2,9,1,22
M0260,2024-03,1,4,0,17
M0093,2024-09,0,1,0,6
M0058,2024-02,1,3,0,17
M0132,2024-03,0,2,0,16
M0226,2024-09,0,2,0,16
M0321,2024-08,3,14,1,23
M0540,2024-10,1,3,0,23
M0582,2024-10,6,35,4,19
M0311,2024-11,9,34,3,14
M0486,2024-02,1,2,0,16
M0187,2024-01,1,6,1,24
M0169,2024-05,1,3,0,16
M0118,2024-12,1,18,2,14
M0055,2024-11,81,264,77,51
M0481,2024-12,16,33,7,37
M0510,2024-12,48,281,36,9
M0332,2024-06,1,5,0,23
M0045,2024-06,1,2,0,15
M0203,2024-03,2,8,1,19
M0337,2024-11,14,44,7,19
M0011,2024-04,1,4,0,13
M0248,2024-09,0,2,0,13
M0423,2024-02,18,92,7,27
M0078,2024-02,47,219,20,26
M0203,2024-05,1,8,1,17
M0540,2024-01,1,3,0,27
M0252,2024-12,13,41,5,19
M0393,2024-11,0,2,0,6
M0291,2024-04,2,13,0,19
M0432,2024-02,0,2,0,32
M0578,2024-06,1,3,0,24
M0592,2024-06,2,7,0,18
M0109,2024-10,1,9,0,26
M0439,2024-01,1,3,0,28
M0333,2024-02,0,1,0,15
M0192,2024-11,0,1,0,32
M0527,2024-08,1,22,2,15
M0237,2024-01,1,5,0,17
M0569,2024-09,5,18,3,19
M0117,2024-06,1,6,1,27
M0217,2024-11,7,24,2,15
M0306,2024-04,1,2,0,23
M0435,2024-01,52,140,8,19
M0546,2024-12,5,16,2,16
M0237,2024-07,1,3,1,20
M0577,2024-08,1,4,0,12
M0567,2024-02,6,32,2,22
M0452,2024-05,0,2,0,12
M0230,2024-10,1,4,0,14
M0196,2024-08,0,2,0,15
M0405,2024-06,1,9,0,23
M0553,2024-04,3,3,2,56
M0200,2024-05,7,13,4,60
M0449,2024-07,2,8,1,24
M0302,2024-02,0,1,0,15
M0250,2024-08,0,4,0,14
M0388,2024-01,0,1,0,16
M0252,2024-07,13,49,6,19
M0431,2024-05,0,4,0,24
M0358,2024-06,4,8,2,51
M0426,2024-07,0,2,0,19
M0295,2024-09,10,21,3,14
M0538,2024-02,6,25,3,16
M0216,2024-12,3,5,1,26
M0038,2024-11,1,4,1,20
M0390,2024-12,2,7,1,18
M0556,2024-04,1,4,0,28
M0002,2024-11,3,30,2,18
M0045,2024-09,1,2,0,16
M0109,2024-06,1,7,0,24
M0371,2024-03,0,2,0,15
M0304,2024-10,2,5,1,43
M0114,2024-06,1,1,0,11
M0257,2024-02,5,9,2,60
M0528,2024-01,1,5,0,28
M0090,2024-03,22,116,4,14
M0096,2024-09,1,3,0,17
M0141,2024-03,4,9,3,57
M0353,2024-09,0,3,0,16
M0235,2024-04,2,15,1,16
M0050,2024-09,0,2,0,21
M0328,2024-12,26,60,13,38
M0411,2024-10,1,5,0,28
M0491,2024-09,1,7,0,20
M0396,2024-07,31,184,27,21
M0435,2024-07,46,112,6,20
M0586,2024-10,0,2,0,26
M0179,2024-08,17,85,11,19
M0600,2024-07,1,2,0,17
M0506,2024-12,7,22,2,17
M0259,2024-02,0,3,1,16
M0084,2024-08,4,8,1,24
M0095,2024-04,11,20,1,22
M0398,2024-04,8,33,3,26
M0144,2024-09,2,5,0,19
M0555,2024-06,5,41,4,20
M0126,2024-11,2,6,1,21
M0245,2024-02,0,7,0,13
M0325,2024-09,4,49,2,16
M0202,2024-11,5,17,4,50
M0252,2024-09,11,34,4,18
M0596,2024-08,2,8,1,29
M0264,2024-08,1,7,1,22
M0020,2024-01,9,27,3,22
M0037,2024-03,12,41,3,26
M0563,2024-07,7,36,5,23
M0517,2024-10,2,7,0,22
M0512,2024-11,21,242,33,17
M0283,2024-01,1,6,0,12
M0322,2024-10,0,1,0,11
M0307,2024-05,1,5,1,16
M0108,2024-08,5,13,2,59
M0405,2024-11,1,5,0,23
M0178,2024-12,1,9,1,18
M0497,2024-07,1,13,1,11
M0165,2024-11,7,54,4,20
M0498,2024-01,1,3,0,26
M0222,2024-03,0,1,0,16
M0215,2024-09,2,4,0,17
M0334,2024-03,7,37,3,21
M0561,2024-01,1,3,0,19
M0578,2024-12,1,2,0,22
M0555,2024-03,7,45,4,31
M0315,2024-05,1,2,0,20
M0523,2024-08,1,4,0,17
M0572,2024-11,6,28,2,19
M0106,2024-10,37,64,9,17
M0003,2024-10,1,7,0,22
M0079,2024-01,1,7,0,22
M0290,2024-10,5,22,3,10
M0223,2024-07,1,4,0,21
M0082,2024-12,1,3,0,14
M0448,2024-12,1,8,0,20
M0208,2024-03,68,223,20,19
M0031,2024-12,6,45,2,21
M0362,2024-08,1,2,1,42
M0188,2024-12,6,28,4,20
M0600,2024-02,1,3,0,17
M0486,2024-10,1,4,0,21
M0160,2024-04,4,20,1,12
M0083,2024-10,3,6,1,17
M0406,2024-02,0,4,1,17
M0130,2024-01,1,4,0,26
M0380,2024-01,0,1,0,11
M0098,2024-09,1,7,0,20
M0403,2024-08,1,6,0,15
M0467,2024-10,2,8,1,24
M0564,2024-12,1,6,0,17
M0308,2024-09,37,81,13,35
M0207,2024-03,1,3,0,17
M0211,2024-05,0,1,0,20
M0555,2024-01,7,42,4,29
M0004,2024-06,119,420,48,42
M0366,2024-10,1,5,0,21
M0533,2024-06,1,1,0,34
M0154,2024-01,1,5,1,15
M0388,2024-09,0,1,0,14
M0454,2024-07,2,4,0,23
M0468,2024-04,110,374,84,33
M0371,2024-01,0,2,0,20
M0453,2024-03,6,12,1,17
M0165,2024-12,9,58,6,26
M0362,2024-11,1,3,1,41
M0418,2024-07,2,15,2,16
M0459,2024-02,0,2,0,18
M0201,2024-12,1,6,0,23
M0156,2024-11,2,12,2,33
M0090,2024-10,18,103,8,17
M0459,2024-10,0,2,0,16
M0194,2024-02,1,3,0,27
M0535,2024-01,4,31,4,13
M0369,2024-04,1,5,0,21
M0141,2024-04,5,10,3,62
M0477,2024-07,1,3,0,22
M0419,2024-09,24,33,13,62
M0178,2024-09,1,7,1,20
M0117,2024-12,1,6,0,16
M0259,2024-11,1,4,1,19
M0564,2024-07,1,3,0,25
M0016,2024-12,1,7,0,22
M0018,2024-01,0,1,0,25
M0244,2024-11,3,25,3,18
M0419,2024-12,30,39,17,63
M0393,2024-09,0,2,0,3
M0208,2024-05,79,280,18,18
M0498,2024-04,0,3,0,28
M0407,2024-01,7,14,2,55
M0465,2024-07,3,11,1,17
M0486,2024-04,1,3,0,17
M0496,2024-06,1,4,0,18
M0356,2024-09,7,40,4,16
M0184,2024-02,5,8,3,61
M0341,2024-02,4,40,4,17
M0163,2024-12,9,62,3,20
M0265,2024-02,1,12,1,11
M0486,2024-08,1,5,1,32
M0537,2024-11,12,31,3,24
M0434,2024-10,0,1,0,21
M0017,2024-07,1,3,0,19
M0177,2024-10,2,8,0,26
M0337,2024-10,10,37,6,26
M0246,2024-11,2,2,0,24
M0586,2024-05,0,2,0,28
M0174,2024-12,2,3,0,22
M0530,2024-04,7,46,2,22
M0199,2024-09,35,179,9,16
M0069,2024-11,9,22,2,18
M0016,2024-09,1,4,0,15
M0170,2024-03,0,2,0,33
M0294,2024-10,1,2,1,46
M0253,2024-07,3,13,2,16
M0152,2024-02,1,4,0,18
M0302,2024-08,0,1,0,7
M0359,2024-09,1,5,0,13
M0531,2024-05,4,39,3,18
M0473,2024-11,1,3,0,22
M0483,2024-04,0,1,0,16
M0406,2024-05,0,4,1,20
M0470,2024-11,3,11,1,20
M0374,2024-11,0,2,0,11
M0008,2024-06,0,1,0,18
M0042,2024-01,5,15,2,23
M0529,2024-09,6,36,5,23
M0363,2024-01,1,3,1,14
M0075,2024-11,157,330,44,54
M0536,2024-07,2,12,2,17
M0389,2024-01,2,9,1,18
M0550,2024-08,1,5,1,19
M0287,2024-02,1,3,0,7
M0087,2024-07,0,2,0,24
M0460,2024-12,7,18,1,17
M0198,2024-05,1,7,0,12
M0208,2024-08,80,219,23,27
M0143,2024-05,20,58,7,20
M0304,2024-04,1,3,0,26
M0157,2024-05,3,16,1,5
M0414,2024-04,0,3,0,18
M0147,2024-01,1,6,1,16
M0525,2024-05,1,3,0,28
M0187,2024-07,2,10,1,21
M0196,2024-11,0,1,0,9
M0303,2024-07,2,6,0,23
M0032,2024-12,3,15,1,5
M0406,2024-11,0,3,1,22
M0164,2024-01,0,1,0,20
M0381,2024-02,0,1,0,14
M0347,2024-05,1,6,0,23
M0170,2024-09,0,2,0,30
M0522,2024-11,12,53,6,19
M0290,2024-03,5,22,2,10
M0367,2024-09,0,1,0,16
M0241,2024-01,0,6,0,17
M0356,2024-07,6,19,3,14
M0203,2024-08,1,8,1,15
M0366,2024-01,0,3,0,25
M0065,2024-03,1,4,0,15
M0343,2024-06,2,8,1,15
M0478,2024-06,0,1,0,25
M0427,2024-06,0,3,0,17
M0591,2024-03,2,5,1,55
M0071,2024-12,7,16,1,17
M0238,2024-06,1,3,0,25
M0284,2024-08,9,96,8,25
M0515,2024-01,6,30,2,24
M0313,2024-08,43,86,13,15
M0204,2024-12,2,7,0,23
M0073,2024-03,0,1,0,21
M0139,2024-07,1,3,1,16
M0487,2024-12,43,255,32,18
M0514,2024-09,0,1,0,11
M0124,2024-06,11,44,5,27
M0097,2024-08,1,3,0,28
M0091,2024-09,9,62,6,29
M0455,2024-03,0,2,0,2
M0470,2024-07,3,12,1,20
M0150,2024-11,32,217,13,19
M0314,2024-12,3,7,1,18
M0056,2024-06,2,5,1,23
M0027,2024-08,5,44,3,21
M0244,2024-12,3,23,3,14
M0596,2024-01,1,5,1,20
M0402,2024-09,0,1,0,16
M0255,2024-06,1,6,0,30
M0126,2024-07,1,5,1,22
M0582,2024-07,8,31,3,19
M0537,2024-01,16,32,3,20
M0599,2024-09,10,150,6,17
M0428,2024-04,0,1,0,18
M0469,2024-10,0,2,0,15
M0062,2024-04,2,7,1,22
M0286,2024-09,0,1,0,13
M0469,2024-02,0,2,0,11
M0423,2024-10,22,61,13,22
M0146,2024-01,7,29,3,19
M0154,2024-10,1,5,1,15
M0342,2024-09,6,20,4,14
M0487,2024-04,40,246,25,16
M0491,2024-12,2,6,0,16
M0235,2024-08,2,20,1,13
M0356,2024-05,10,20,3,13
M0434,2024-08,0,1,0,18
M0488,2024-03,13,54,11,21
M0202,2024-06,3,11,2,28
M0145,2024-03,51,168,15,17
M0513,2024-10,5,21,4,27
M0491,2024-10,2,7,0,24
M0268,2024-02,4,10,2,18
M0297,2024-05,1,5,0,24
M0485,2024-08,1,3,0,22
M0186,2024-01,1,6,0,22
M0424,2024-05,21,22,10,71
M0386,2024-08,0,2,0,21
M0562,2024-06,1,3,0,15
M0560,2024-11,1,3,0,13
M0571,2024-08,1,10,0,19
M0036,2024-08,21,193,12,23
M0148,2024-03,1,3,0,17
M0491,2024-02,2,6,0,18
M0287,2024-10,0,3,0,7
M0500,2024-05,4,22,1,18
M0579,2024-08,57,163,30,12
M0453,2024-09,5,13,1,15
M0305,2024-12,2,5,2,53
M0421,2024-09,6,17,2,22
M0407,2024-03,5,12,4,60
M0400,2024-12,0,3,0,14
M0509,2024-01,1,4,1,14
M0597,2024-10,1,2,0,13
M0103,2024-02,28,182,20,14
M0085,2024-01,5,9,3,52
M0060,2024-12,0,3,0,17
M0518,2024-02,1,3,0,16
M0225,2024-09,18,49,3,16
M0320,2024-09,2,14,2,21
M0267,2024-07,1,7,0,18
M0229,2024-11,2,11,1,16
M0080,2024-05,16,44,1,23
M0157,2024-03,4,12,1,7
M0364,2024-09,1,7,1,26
M0409,2024-10,1,4,0,30
M0198,2024-02,1,7,0,17
M0306,2024-09,1,3,0,19
M0064,2024-12,12,51,3,28
M0129,2024-04,1,4,0,12
M0074,2024-06,2,7,0,14
M0422,2024-04,6,9,2,51
M0405,2024-01,1,7,0,26
M0262,2024-08,0,1,0,17
M0224,2024-11,7,35,2,19
M0392,2024-03,2,26,1,20
M0569,2024-06,6,18,2,18
M0307,2024-02,1,4,0,17
M0396,2024-12,63,257,33,22
M0533,2024-02,0,0,0,24
M0196,2024-03,0,2,0,6
M0135,2024-09,1,5,0,21
M0054,2024-04,0,1,0,20
M0039,2024-06,8,47,7,24
M0142,2024-05,7,31,1,23
M0184,2024-09,5,7,2,60
M0249,2024-08,5,22,3,20
M0184,2024-01,4,9,3,65
