merchant_id,month,transaction_count,transaction_volume,authorisations,successful_authorisations
M0424,2024-04,422,113944.83,459,422
M0165,2024-05,1324,68323.91,1345,1324
M0375,2024-01,516,10180.04,543,516
M0132,2024-12,244,11287.46,254,244
M0203,2024-03,297,8650.08,305,297
M0458,2024-04,8398,655236.57,9198,8398
M0209,2024-05,131,5744.33,135,131
M0576,2024-05,1617,67228.20,1698,1617
M0164,2024-12,68,30008.67,72,68
M0205,2024-11,189,24624.64,208,189
M0539,2024-09,2180,85678.97,2369,2180
M0309,2024-07,102,3330.15,103,102
M0151,2024-01,133,44562.53,146,133
M0088,2024-01,1463,82034.44,1499,1463
M0437,2024-06,95,25961.85,103,95
M0140,2024-07,849,117793.71,894,849
M0377,2024-09,288,133769.29,310,288
M0502,2024-02,749,199220.41,787,749
M0359,2024-03,210,4133.54,214,210
M0421,2024-07,643,10290.15,662,643
M0547,2024-03,231,4562.53,245,231
M0553,2024-05,104,44578.33,106,104
M0343,2024-12,595,35882.43,614,595
M0477,2024-01,106,7851.99,116,106
M0370,2024-03,215,5028.56,222,215
M0511,2024-12,330,102829.50,342,330
M0527,2024-06,597,54497.90,615,597
M0461,2024-02,1586,953381.61,1727,1586
M0357,2024-08,1923,92676.83,1975,1923
M0573,2024-01,68,4469.36,72,68
M0230,2024-06,174,4974.44,189,174
M0301,2024-04,146,51161.78,156,146
M0040,2024-03,226,96300.88,230,226
M0294,2024-06,61,3194.41,63,61
M0318,2024-06,1369,289311.69,1499,1369
M0229,2024-06,300,21627.35,306,300
M0024,2024-10,156,42293.27,169,156
M0333,2024-07,63,980.56,66,63
M0047,2024-03,229,41916.09,238,229
M0578,2024-03,130,39526.78,142,130
M0337,2024-01,1686,82999.84,1737,1686
M0187,2024-07,349,46722.00,378,349
M0012,2024-02,233,19720.63,258,233
M0137,2024-01,270,17776.44,298,270
M0208,2024-01,8894,353066.32,9708,8894
M0547,2024-10,329,6868.93,345,329
M0460,2024-11,932,57288.31,990,932
M0004,2024-07,12820,2729527.36,13419,12820
M0071,2024-02,970,12172.64,1054,970
M0058,2024-03,202,13468.45,217,202
M0369,2024-06,250,15232.89,274,250
M0142,2024-11,1702,98306.44,1873,1702
M0213,2024-12,209,23478.84,216,209
M0231,2024-08,1002,152416.17,1043,1002
M0534,2024-12,1900,93206.35,1938,1900
M0559,2024-11,1680,47086.49,1756,1680
M0383,2024-07,2472,1096754.92,2641,2472
M0081,2024-02,726,23810.92,777,726
M0435,2024-06,6974,167343.77,7105,6974
M0210,2024-05,232,19775.64,248,232
M0466,2024-02,1065,262485.20,1173,1065
M0388,2024-02,91,3042.64,96,91
M0593,2024-05,1013,35991.90,1096,1013
M0354,2024-12,378,20461.51,419,378
M0464,2024-08,2200,44018.60,2290,2200
M0551,2024-10,332,36893.29,342,332
M0279,2024-09,335,40871.47,361,335
M0189,2024-11,6263,46302.25,6721,6263
M0215,2024-02,242,84740.52,267,242
M0288,2024-04,403,121927.25,429,403
M0467,2024-10,285,24894.34,313,285
M0566,2024-10,1671,71435.18,1731,1671
M0407,2024-03,201,58400.04,208,201
M0278,2024-05,50,32833.65,54,50
M0107,2024-11,5982,318819.90,6532,5982
M0483,2024-08,99,2374.25,105,99
M0456,2024-07,47,1641.87,50,47
M0175,2024-02,1296,24377.71,1389,1296
M0191,2024-09,247,8318.02,271,247
M0549,2024-12,1824,454666.44,1993,1824
M0015,2024-01,179,10589.71,192,179
M0223,2024-04,149,6257.73,156,149
M0376,2024-03,1855,96027.19,1912,1855
M0390,2024-06,594,28272.83,649,594
M0210,2024-11,380,28094.26,417,380
M0544,2024-09,4270,1383720.14,4441,4270
M0553,2024-08,149,61343.27,157,149
M0591,2024-08,88,16060.48,94,88
M0295,2024-02,1939,24959.10,1981,1939
M0361,2024-11,1057,34883.09,1160,1057
M0289,2024-09,696,15216.58,744,696
M0014,2024-09,273,35095.05,296,273
M0013,2024-04,58,444.12,60,58
M0394,2024-03,191,34291.77,206,191
M0590,2024-04,256,2634.78,280,256
M0549,2024-03,1428,355070.82,1506,1428
M0115,2024-05,1342,53236.43,1413,1342
M0396,2024-06,9431,891820.60,10225,9431
M0484,2024-12,10284,311248.86,11116,10284
M0373,2024-08,829,51291.32,893,829
M0266,2024-04,702,43011.90,772,702
M0508,2024-06,5411,351901.32,5689,5411
M0498,2024-06,149,55291.85,160,149
M0211,2024-04,58,18196.93,62,58
M0210,2024-08,262,18870.15,280,262
M0320,2024-11,518,151775.55,571,518
M0334,2024-01,1309,11216.36,1347,1309
M0064,2024-07,2327,706669.84,2377,2327
M0392,2024-12,3604,1185452.75,3741,3604
M0253,2024-12,748,25541.66,768,748
M0518,2024-04,183,11051.78,201,183
M0183,2024-01,265,40402.44,283,265
M0372,2024-05,55,1903.41,58,55
M0468,2024-08,8703,234189.93,8857,8703
M0109,2024-03,199,11358.67,213,199
M0230,2024-08,191,5090.13,194,191
M0501,2024-05,58,13452.40,64,58
M0144,2024-02,138,50189.47,143,138
M0184,2024-11,176,55344.52,179,176
M0215,2024-03,264,89517.64,292,264
M0166,2024-02,95,2556.44,100,95
M0493,2024-09,252,16627.81,267,252
M0468,2024-09,9740,238269.75,10470,9740
M0597,2024-03,110,1450.26,121,110
M0456,2024-02,51,1691.76,52,51
M0449,2024-11,686,55633.52,750,686
M0065,2024-08,172,8233.68,190,172
M0072,2024-04,344,34160.33,366,344
M0305,2024-08,73,3927.38,78,73
M0171,2024-07,179,3583.56,189,179
M0168,2024-05,979,20344.11,1001,979
M0322,2024-04,52,4806.15,56,52
M0082,2024-01,154,4097.09,166,154
M0426,2024-02,57,4933.46,64,57
M0009,2024-01,256,2627.33,267,256
M0024,2024-03,131,34676.18,143,131
M0504,2024-02,126,18468.86,131,126
M0384,2024-12,427,11918.33,469,427
M0056,2024-08,233,5847.20,243,233
M0560,2024-03,144,10951.10,149,144
M0167,2024-08,809,84239.33,880,809
M0524,2024-12,255,70780.12,262,255
M0515,2024-04,877,27055.61,927,877
M0195,2024-08,392,89625.42,401,392
M0566,2024-01,1316,66676.18,1363,1316
M0070,2024-04,2994,69484.30,3085,2994
M0587,2024-06,244,13645.36,256,244
M0292,2024-08,1836,123182.87,1894,1836
M0522,2024-09,2513,1078735.24,2610,2513
M0347,2024-04,160,13252.86,168,160
M0216,2024-12,360,26212.22,385,360
M0016,2024-02,130,29512.07,143,130
M0413,2024-07,8046,513230.02,8250,8046
M0366,2024-09,166,7173.52,184,166
M0425,2024-10,1304,167388.66,1405,1304
M0316,2024-05,444,21150.21,481,444
M0580,2024-06,263,10272.84,280,263
M0147,2024-05,241,1437.87,245,241
M0141,2024-04,177,48934.94,181,177
M0488,2024-12,8004,728197.63,8172,8004
M0344,2024-09,166,10617.25,182,166
M0146,2024-11,1090,378642.94,1151,1090
M0159,2024-04,1799,56695.31,1852,1799
M0424,2024-07,710,202818.42,752,710
M0363,2024-06,281,21805.39,306,281
M0402,2024-10,86,14578.28,88,86
M0266,2024-06,847,50383.51,876,847
M0171,2024-09,183,3465.93,188,183
M0075,2024-03,1123,40359.69,1213,1123
M0330,2024-06,166,5261.12,183,166
M0329,2024-09,12710,3847335.75,13160,12710
M0599,2024-11,7300,240384.33,7611,7300
M0448,2024-10,274,41429.06,285,274
M0496,2024-11,511,45220.01,528,511
M0217,2024-10,1251,360155.19,1381,1251
M0336,2024-12,371,64159.72,386,371
M0440,2024-08,96,19464.32,98,96
M0320,2024-10,550,149893.99,585,550
M0199,2024-12,9143,93305.20,9866,9143
M0296,2024-10,207,79956.20,224,207
M0181,2024-10,1564,429133.03,1655,1564
M0551,2024-12,290,34549.04,298,290
M0337,2024-09,2060,105217.03,2126,2060
M0590,2024-05,234,2411.82,259,234
M0543,2024-05,151,49662.24,158,151
M0440,2024-03,104,21155.60,109,104
M0162,2024-01,1144,44845.95,1233,1144
M0169,2024-11,165,12394.14,177,165
M0080,2024-05,2213,72034.83,2276,2213
M0292,2024-05,1582,117355.10,1645,1582
M0123,2024-04,1194,51246.40,1324,1194
M0267,2024-10,604,136669.65,628,604
M0542,2024-02,1266,118289.34,1365,1266
M0078,2024-05,8873,303928.91,9039,8873
M0535,2024-07,1668,52469.46,1828,1668
M0029,2024-01,391,8073.86,423,391
M0005,2024-10,204,7503.60,219,204
M0420,2024-02,1397,16479.64,1512,1397
M0308,2024-12,2632,93043.08,2780,2632
M0579,2024-03,11174,464690.86,11952,11174
M0369,2024-07,232,13181.66,251,232
M0512,2024-11,10703,986426.50,11626,10703
M0554,2024-08,1761,225820.76,1944,1761
M0526,2024-04,214,29684.48,220,214
M0538,2024-11,2799,106172.20,2915,2799
M0111,2024-05,214,48545.68,219,214
M0111,2024-08,264,62313.84,283,264
M0329,2024-12,11232,3541147.35,12135,11232
M0462,2024-06,1164,274397.06,1252,1164
M0439,2024-03,117,68930.54,121,117
M0231,2024-07,849,123462.96,923,849
M0058,2024-10,312,22013.48,326,312
M0242,2024-12,125,24300.48,130,125
M0148,2024-04,91,2918.89,100,91
M0095,2024-04,1302,91424.00,1361,1302
M0348,2024-06,228,7959.67,232,228
M0104,2024-11,88,8476.50,96,88
M0138,2024-03,168,77373.28,186,168
M0089,2024-03,84,14234.31,93,84
M0524,2024-08,262,75307.00,274,262
M0322,2024-06,57,5222.78,63,57
M0430,2024-09,184,43646.91,200,184
M0397,2024-08,196,69692.42,205,196
M0398,2024-03,1425,59373.94,1454,1425
M0290,2024-08,2018,301015.30,2054,2018
M0013,2024-07,55,394.70,59,55
M0463,2024-04,266,66973.28,287,266
M0288,2024-08,706,240092.21,771,706
M0455,2024-10,242,95200.17,251,242
M0592,2024-03,353,5445.50,377,353
M0081,2024-11,1317,43509.03,1425,1317
M0097,2024-03,106,17491.98,111,106
M0201,2024-09,158,52559.90,164,158
M0217,2024-04,1258,356591.78,1336,1258
M0233,2024-03,979,63871.33,1032,979
M0025,2024-08,338,51785.65,370,338
M0447,2024-07,154,3307.91,162,154
M0215,2024-05,318,111972.36,337,318
M0310,2024-02,147,6514.43,156,147
M0353,2024-02,127,67847.04,138,127
M0176,2024-05,867,204993.23,931,867
M0543,2024-03,135,48561.20,149,135
M0170,2024-10,51,2917.92,55,51
M0085,2024-12,234,9290.36,242,234
M0487,2024-03,12569,197928.57,13186,12569
M0239,2024-09,372,143643.94,392,372
M0242,2024-07,156,28489.21,164,156
M0136,2024-10,1820,138886.62,1938,1820
M0455,2024-08,301,119773.92,311,301
M0302,2024-09,46,2534.76,47,46
M0255,2024-05,188,14361.83,198,188
M0297,2024-09,321,63056.24,348,321
M0593,2024-07,925,33660.48,1022,925
M0256,2024-01,120,33124.02,130,120
M0214,2024-07,11559,770860.60,12021,11559
M0451,2024-02,460,27498.02,481,460
M0311,2024-12,2008,36248.18,2177,2008
M0369,2024-09,275,16690.11,300,275
M0060,2024-04,95,4241.40,98,95
M0341,2024-02,1401,102117.39,1434,1401
M0495,2024-01,656,10938.53,683,656
M0054,2024-12,90,1783.23,94,90
M0179,2024-10,4255,207356.06,4580,4255
M0098,2024-10,240,16739.09,265,240
M0265,2024-09,303,7269.13,328,303
M0211,2024-12,43,12546.44,46,43
M0510,2024-04,10984,205548.75,11693,10984
M0455,2024-11,214,85803.09,227,214
M0180,2024-09,2240,395292.02,2288,2240
M0417,2024-07,2409,814643.37,2638,2409
M0249,2024-11,817,241152.45,830,817
M0303,2024-11,211,3715.23,230,211
M0224,2024-12,1458,21135.39,1493,1458
M0380,2024-03,43,3766.13,46,43
M0563,2024-01,1607,314079.75,1723,1607
M0161,2024-01,791,167187.73,808,791
M0386,2024-10,112,1151.49,118,112
M0258,2024-11,310,142749.40,318,310
M0065,2024-11,184,9096.20,200,184
M0501,2024-02,46,9979.21,49,46
M0478,2024-01,43,3748.18,45,43
M0164,2024-06,59,24986.88,60,59
M0312,2024-12,289,20044.53,319,289
M0569,2024-02,667,22842.35,696,667
M0394,2024-12,198,35262.06,210,198
M0448,2024-01,266,43086.04,276,266
M0229,2024-09,326,23380.62,336,326
M0227,2024-06,876,417704.31,907,876
M0379,2024-04,7581,1792345.15,8199,7581
M0454,2024-05,201,1289.30,220,201
M0234,2024-11,268,15866.25,274,268
M0296,2024-09,245,88267.85,267,245
M0519,2024-09,67,31178.12,71,67
M0007,2024-09,300,54793.45,332,300
M0286,2024-05,54,1020.55,55,54
M0134,2024-06,162,19469.72,175,162
M0438,2024-05,162,71183.58,175,162
M0277,2024-11,1070,73398.26,1112,1070
M0479,2024-06,747,12463.45,816,747
M0400,2024-09,248,63569.75,272,248
M0413,2024-06,10171,626491.85,10548,10171
M0543,2024-01,106,38709.46,109,106
M0425,2024-07,2060,245387.14,2265,2060
M0505,2024-05,220,8032.85,227,220
M0242,2024-02,94,18913.46,103,94
M0386,2024-11,115,1191.41,123,115
M0120,2024-10,1526,93268.96,1674,1526
M0295,2024-11,1859,24836.69,1990,1859
M0482,2024-02,139,5987.26,148,139
M0108,2024-12,144,48170.52,153,144
M0279,2024-01,335,37738.51,367,335
M0007,2024-03,244,45038.51,269,244
M0095,2024-05,1437,101117.87,1573,1437
M0364,2024-11,309,51318.68,316,309
M0279,2024-03,353,39855.37,374,353
M0451,2024-12,497,27537.10,521,497
M0410,2024-05,1651,472893.53,1782,1651
M0400,2024-02,168,43324.67,174,168
M0268,2024-07,733,62190.63,810,733
M0059,2024-01,109,16915.08,114,109
M0457,2024-03,1668,173087.12,1783,1668
M0337,2024-03,1779,90318.35,1812,1779
M0494,2024-05,239,1926.23,250,239
M0499,2024-07,1274,656575.38,1349,1274
M0094,2024-10,516,6545.14,544,516
M0078,2024-07,9888,352615.32,10402,9888
M0050,2024-08,96,7638.21,98,96
M0560,2024-04,164,13075.47,176,164
M0525,2024-01,138,6989.82,141,138
M0308,2024-04,2369,76345.04,2430,2369
M0031,2024-11,2006,50681.20,2209,2006
M0368,2024-06,4457,98394.44,4877,4457
M0338,2024-12,435,105104.76,449,435
M0043,2024-08,1428,17511.58,1472,1428
M0583,2024-07,436,283191.74,458,436
M0480,2024-05,1274,661401.81,1380,1274
M0383,2024-10,1626,852328.74,1782,1626
M0445,2024-11,53,3371.01,57,53
M0041,2024-04,1474,44371.86,1545,1474
M0471,2024-10,273,7974.99,278,273
M0549,2024-11,1583,398999.62,1680,1583
M0098,2024-08,251,16099.96,269,251
M0400,2024-11,199,52410.99,221,199
M0193,2024-11,164,37467.95,167,164
M0323,2024-05,442,80140.06,486,442
M0277,2024-04,650,46961.18,690,650
M0129,2024-07,302,16875.42,307,302
M0124,2024-08,2317,1391358.74,2532,2317
M0018,2024-10,60,16777.51,65,60
M0303,2024-10,199,3668.32,213,199
M0377,2024-12,346,155709.35,353,346
M0170,2024-09,67,3867.48,69,67
M0344,2024-12,282,17831.95,304,282
M0534,2024-11,1983,96780.20,2093,1983
M0407,2024-09,311,91146.06,335,311
M0552,2024-01,297,144408.43,318,297
M0456,2024-03,52,1644.13,57,52
M0221,2024-11,1208,78130.07,1254,1208
M0043,2024-05,1327,16973.75,1469,1327
M0209,2024-11,113,4756.99,118,113
M0550,2024-05,240,69002.00,253,240
M0248,2024-03,113,4121.13,118,113
M0004,2024-02,8595,1876697.56,9400,8595
M0078,2024-06,8947,316111.46,9864,8947
M0551,2024-02,304,35904.33,321,304
M0120,2024-02,1586,90725.02,1666,1586
M0155,2024-05,968,110888.51,1047,968
M0308,2024-09,2554,82789.57,2638,2554
M0598,2024-08,854,62225.98,947,854
M0123,2024-06,1674,76681.57,1818,1674
M0324,2024-05,4949,1688239.59,5195,4949
M0040,2024-10,213,80430.25,228,213
M0014,2024-06,339,39687.73,376,339
M0527,2024-10,419,37022.98,435,419
M0223,2024-10,148,6499.06,152,148
M0260,2024-04,232,42206.01,242,232
M0143,2024-04,3910,1797246.41,4169,3910
M0344,2024-06,158,10389.26,168,158
M0038,2024-06,210,29903.76,216,210
M0072,2024-05,345,36392.73,364,345
M0010,2024-10,325,14687.36,337,325
M0029,2024-11,630,14173.08,693,630
M0541,2024-01,502,51120.91,557,502
M0562,2024-02,242,1498.81,251,242
M0197,2024-02,1323,190150.00,1463,1323
M0586,2024-10,75,25324.51,80,75
M0030,2024-09,192,18671.44,204,192
M0226,2024-07,75,1871.63,80,75
M0086,2024-10,111,57764.68,118,111
M0244,2024-08,1825,15711.77,2004,1825
M0319,2024-01,800,20778.44,872,800
M0317,2024-11,338,58300.58,358,338
M0270,2024-05,51,13611.00,55,51
M0157,2024-12,1163,50808.72,1220,1163
M0072,2024-03,242,24120.72,257,242
M0359,2024-05,222,4128.87,244,222
M0217,2024-07,870,239723.68,959,870
M0499,2024-11,959,484177.02,1054,959
M0501,2024-03,65,14899.37,70,65
M0048,2024-03,104,29600.62,114,104
M0265,2024-02,389,9169.61,423,389
M0004,2024-08,11994,2842567.74,12698,11994
M0423,2024-07,5550,2946828.75,6149,5550
M0585,2024-03,2113,64082.09,2246,2113
M0286,2024-11,59,1210.58,65,59
M0291,2024-07,371,29105.51,382,371
M0282,2024-07,355,152132.54,365,355
M0144,2024-12,125,49368.02,131,125
M0031,2024-07,1976,59519.34,2145,1976
M0496,2024-12,561,46261.33,581,561
M0241,2024-04,260,21105.35,273,260
M0307,2024-03,272,13353.76,292,272
M0182,2024-09,44,2225.88,45,44
M0026,2024-08,1907,168188.63,2011,1907
M0256,2024-07,220,58864.41,238,220
M0310,2024-10,221,9966.69,236,221
M0162,2024-05,1124,43020.57,1145,1124
M0327,2024-10,59,35916.31,60,59
M0261,2024-09,79,17018.91,83,79
M0345,2024-02,2180,52125.22,2343,2180
M0259,2024-11,233,92134.03,244,233
M0532,2024-06,1163,54798.88,1283,1163
M0169,2024-09,153,11220.12,157,153
M0299,2024-11,1486,86681.37,1519,1486
M0343,2024-05,410,25578.42,430,410
M0281,2024-09,539,12876.16,599,539
M0583,2024-08,397,271399.60,421,397
M0156,2024-02,244,3220.69,252,244
M0552,2024-04,268,132129.91,279,268
M0070,2024-02,2889,65295.86,3031,2889
M0563,2024-10,1620,340757.63,1792,1620
M0543,2024-10,139,49763.50,142,139
M0274,2024-05,1387,46935.36,1517,1387
M0157,2024-08,1009,44690.46,1043,1009
M0090,2024-10,3718,89708.79,3804,3718
M0496,2024-09,634,59239.66,677,634
M0486,2024-02,109,51082.46,119,109
M0495,2024-10,580,8991.55,604,580
M0182,2024-12,54,2764.02,56,54
M0433,2024-10,179,69359.81,191,179
M0432,2024-02,83,12151.29,89,83
M0572,2024-09,1609,60466.55,1688,1609
M0133,2024-09,43,2317.59,47,43
M0235,2024-05,906,62454.79,951,906
M0575,2024-01,169,27890.48,181,169
M0295,2024-08,1914,25939.76,1982,1914
M0403,2024-05,204,78055.99,211,204
M0560,2024-07,171,12922.47,184,171
M0197,2024-01,1472,252346.94,1548,1472
M0131,2024-03,202,6416.69,218,202
M0012,2024-07,251,21518.73,266,251
M0025,2024-03,240,36480.39,262,240
M0312,2024-03,180,13187.48,189,180
M0081,2024-07,920,26343.06,986,920
M0510,2024-06,9346,179030.59,9770,9346
M0413,2024-03,8474,532981.28,8760,8474
M0417,2024-05,1907,618706.42,1967,1907
M0587,2024-02,231,12525.41,238,231
M0599,2024-04,4509,148959.82,4603,4509
M0322,2024-10,53,4601.10,58,53
M0087,2024-12,65,18013.75,72,65
M0280,2024-04,624,251133.06,637,624
M0549,2024-06,1950,508300.74,2052,1950
M0088,2024-06,1414,69995.77,1545,1414
M0114,2024-03,93,2070.70,102,93
M0321,2024-10,505,11130.89,552,505
M0550,2024-03,198,57720.06,215,198
M0073,2024-06,90,29443.13,97,90
M0103,2024-04,9596,2341187.48,10146,9596
M0217,2024-12,1145,316679.36,1208,1145
M0493,2024-10,241,13689.70,260,241
M0168,2024-02,967,21138.55,1070,967
M0200,2024-07,228,12788.56,240,228
M0482,2024-03,141,7824.27,144,141
M0096,2024-12,168,11663.88,177,168
M0421,2024-06,714,11063.05,760,714
M0288,2024-12,396,116030.88,427,396
M0568,2024-12,232,11227.47,239,232
M0580,2024-11,395,15654.75,402,395
M0313,2024-03,6383,478778.34,6580,6383
M0009,2024-04,297,3138.27,304,297
M0365,2024-04,145,4767.23,156,145
M0443,2024-12,355,207043.65,376,355
M0340,2024-02,1681,305057.47,1827,1681
M0132,2024-11,195,7687.90,208,195
M0561,2024-04,166,10369.38,177,166
M0068,2024-07,9623,199189.13,9794,9623
M0115,2024-03,1493,61576.32,1527,1493
M0420,2024-07,1405,16697.35,1474,1405
M0002,2024-05,1280,212620.33,1361,1280
M0590,2024-10,251,2444.78,267,251
M0018,2024-08,75,20494.57,79,75
M0290,2024-02,1352,172980.69,1418,1352
M0136,2024-09,1722,131500.18,1792,1722
M0381,2024-01,69,4247.46,71,69
M0368,2024-05,4290,105643.55,4651,4290
M0437,2024-07,130,37165.06,138,130
M0470,2024-01,463,76551.68,508,463
M0472,2024-01,251,3595.63,259,251
M0410,2024-10,1585,469788.35,1669,1585
M0154,2024-03,324,13324.32,348,324
M0160,2024-08,1591,79615.28,1628,1591
M0167,2024-06,750,85075.66,776,750
M0546,2024-02,503,26007.81,533,503
M0316,2024-04,419,21679.50,427,419
M0148,2024-12,108,3694.54,115,108
M0211,2024-07,41,12589.15,44,41
M0368,2024-12,4107,97441.16,4396,4107
M0589,2024-01,837,56864.05,869,837
M0468,2024-11,9329,227030.40,10045,9329
M0408,2024-09,218,6447.03,224,218
M0101,2024-09,1633,53221.28,1670,1633
M0114,2024-09,103,2434.12,104,103
M0479,2024-05,625,10716.51,647,625
M0582,2024-04,4072,290340.58,4311,4072
M0434,2024-05,53,247.84,59,53
M0391,2024-05,3485,112267.93,3795,3485
M0515,2024-09,983,34151.81,1047,983
M0314,2024-11,570,109762.53,619,570
M0340,2024-05,2286,446952.02,2386,2286
M0314,2024-08,718,153724.86,741,718
M0144,2024-01,175,67741.73,190,175
M0513,2024-04,1388,755465.89,1494,1388
M0369,2024-12,448,26018.94,470,448
M0291,2024-08,455,33629.35,491,455
M0366,2024-11,233,9915.13,243,233
M0499,2024-04,975,497466.48,1014,975
M0389,2024-11,231,7643.30,241,231
M0193,2024-01,155,34260.41,171,155
M0278,2024-09,46,29132.14,51,46
M0221,2024-08,1070,71310.71,1087,1070
M0351,2024-06,213,87542.53,236,213
M0502,2024-09,985,257732.46,1063,985
M0257,2024-02,174,69720.68,179,174
M0015,2024-09,201,11956.00,219,201
M0068,2024-12,10419,205861.81,10845,10419
M0151,2024-09,147,52976.85,158,147
M0295,2024-10,1603,20575.82,1751,1603
M0277,2024-02,584,42744.32,596,584
M0144,2024-11,178,68837.35,197,178
M0160,2024-03,1328,66441.89,1413,1328
M0225,2024-09,2123,168878.16,2340,2123
M0320,2024-05,631,178033.72,654,631
M0439,2024-02,95,50599.43,102,95
M0102,2024-02,131,6072.43,135,131
M0437,2024-09,90,24163.32,93,90
M0003,2024-06,210,4615.50,215,210
M0277,2024-06,664,46572.74,713,664
M0454,2024-12,184,1061.49,188,184
M0341,2024-05,1872,146968.03,1917,1872
M0497,2024-03,425,16632.83,436,425
M0470,2024-09,479,73950.26,508,479
M0521,2024-03,1429,62585.23,1570,1429
M0535,2024-10,1464,48543.45,1587,1464
M0407,2024-01,204,67236.35,226,204
M0048,2024-02,84,26608.85,87,84
M0239,2024-08,347,121870.11,378,347
M0161,2024-09,909,183755.28,1004,909
M0565,2024-04,289,47883.99,308,289
M0178,2024-02,214,55726.21,234,214
M0503,2024-03,189,2830.34,194,189
M0589,2024-02,734,57328.25,814,734
M0440,2024-01,98,19534.50,107,98
M0521,2024-11,1655,64374.21,1730,1655
M0365,2024-11,171,5225.33,180,171
M0537,2024-05,1792,48328.00,1844,1792
M0413,2024-01,7173,437347.80,7343,7173
M0442,2024-10,3620,698856.05,3751,3620
M0311,2024-01,1542,25677.45,1710,1542
M0413,2024-02,6961,451800.90,7227,6961
M0013,2024-03,63,442.22,65,63
M0006,2024-01,153,109446.45,156,153
M0594,2024-04,130,4080.10,137,130
M0218,2024-08,166,43141.64,181,166
M0120,2024-04,1720,97623.58,1784,1720
M0070,2024-05,3288,71040.91,3621,3288
M0001,2024-05,238,126354.15,244,238
M0587,2024-07,210,11973.27,220,210
M0192,2024-03,67,11225.72,72,67
M0336,2024-08,342,59078.35,349,342
M0060,2024-01,95,3738.68,102,95
M0491,2024-04,250,16602.75,266,250
M0108,2024-09,254,81452.55,267,254
M0489,2024-07,231,2582.08,247,231
M0013,2024-05,57,394.70,59,57
M0523,2024-05,152,93505.87,161,152
M0433,2024-11,192,77044.55,199,192
M0034,2024-09,7148,52745.66,7350,7148
M0140,2024-06,1113,150232.90,1171,1113
M0304,2024-06,137,2035.42,150,137
M0440,2024-07,96,21613.50,100,96
M0223,2024-11,158,7018.56,172,158
M0523,2024-10,116,72547.81,127,116
M0564,2024-01,175,8950.65,184,175
M0206,2024-06,1954,206214.48,2051,1954
